section	dataset	key	value
per_telomere	HiFi	chr20_q_hap1_correct_frac	0.9164
per_telomere	HiFi	chr20_q_hap1_het_or_mismap_kbp	0.385
per_telomere	HiFi	chr20_q_hap1_het_or_mismap_frac	0.0640
per_telomere	HiFi	chr20_q_hap1_deletion_kbp	0.078
per_telomere	HiFi	chr20_q_hap1_deletion_frac	0.0130
per_telomere	HiFi	chr20_q_hap1_insertion_kbp	0.026
per_telomere	HiFi	chr20_q_hap1_insertion_frac	0.0043
per_telomere	HiFi	chr20_q_hap1_softclip_kbp	0.001
per_telomere	HiFi	chr20_q_hap1_softclip_frac	0.0002
per_telomere	HiFi	chr20_q_hap1_homopolymer_kbp	0.003
per_telomere	HiFi	chr20_q_hap1_homopolymer_frac	0.0005
per_telomere	HiFi	chr20_q_hap1_simple_repeat_kbp	0.010
per_telomere	HiFi	chr20_q_hap1_simple_repeat_frac	0.0017
per_telomere	HiFi	chr20_q_hap2_telo_length_kbp	5.930
per_telomere	HiFi	chr20_q_hap2_correct_kbp	5.923
per_telomere	HiFi	chr20_q_hap2_correct_frac	0.9988
per_telomere	HiFi	chr20_q_hap2_het_or_mismap_kbp	0.001
per_telomere	HiFi	chr20_q_hap2_het_or_mismap_frac	0.0002
per_telomere	HiFi	chr20_q_hap2_insertion_kbp	0.001
per_telomere	HiFi	chr20_q_hap2_insertion_frac	0.0002
per_telomere	HiFi	chr20_q_hap2_simple_repeat_kbp	0.005
per_telomere	HiFi	chr20_q_hap2_simple_repeat_frac	0.0008
per_telomere	HiFi	chr21_p_hap1_telo_length_kbp	19.222
per_telomere	HiFi	chr21_p_hap1_simple_repeat_kbp	19.222
per_telomere	HiFi	chr21_p_hap1_simple_repeat_frac	1.0000
per_telomere	HiFi	chr21_p_hap2_telo_length_kbp	13.864
per_telomere	HiFi	chr21_p_hap2_simple_repeat_kbp	13.864
per_telomere	HiFi	chr21_p_hap2_simple_repeat_frac	1.0000
per_telomere	HiFi	chr21_q_hap1_telo_length_kbp	9.939
per_telomere	HiFi	chr21_q_hap1_correct_kbp	5.313
per_telomere	HiFi	chr21_q_hap1_correct_frac	0.5346
per_telomere	HiFi	chr21_q_hap1_misjoin_kbp	0.373
per_telomere	HiFi	chr21_q_hap1_misjoin_frac	0.0375
per_telomere	HiFi	chr21_q_hap1_mismatch_kbp	0.148
per_telomere	HiFi	chr21_q_hap1_mismatch_frac	0.0149
per_telomere	HiFi	chr21_q_hap1_simple_repeat_kbp	4.105
per_telomere	HiFi	chr21_q_hap1_simple_repeat_frac	0.4130
per_telomere	HiFi	chr21_q_hap2_telo_length_kbp	7.907
per_telomere	HiFi	chr21_q_hap2_correct_kbp	1.001
per_telomere	HiFi	chr21_q_hap2_correct_frac	0.1266
per_telomere	HiFi	chr21_q_hap2_mismatch_kbp	0.071
per_telomere	HiFi	chr21_q_hap2_mismatch_frac	0.0090
per_telomere	HiFi	chr21_q_hap2_simple_repeat_kbp	6.835
per_telomere	HiFi	chr21_q_hap2_simple_repeat_frac	0.8644
per_telomere	HiFi	chr22_p_hap1_telo_length_kbp	13.575
per_telomere	HiFi	chr22_p_hap1_correct_kbp	0.457
per_telomere	HiFi	chr22_p_hap1_correct_frac	0.0337
per_telomere	HiFi	chr22_p_hap1_misjoin_kbp	0.002
per_telomere	HiFi	chr22_p_hap1_misjoin_frac	0.0001
per_telomere	HiFi	chr22_p_hap1_insertion_kbp	0.002
per_telomere	HiFi	chr22_p_hap1_insertion_frac	0.0001
per_telomere	HiFi	chr22_p_hap1_mismatch_kbp	0.023
per_telomere	HiFi	chr22_p_hap1_mismatch_frac	0.0017
per_telomere	HiFi	chr22_p_hap1_softclip_kbp	0.001
per_telomere	HiFi	chr22_p_hap1_softclip_frac	0.0001
per_telomere	HiFi	chr22_p_hap1_simple_repeat_kbp	13.090
per_telomere	HiFi	chr22_p_hap1_simple_repeat_frac	0.9643
per_telomere	HiFi	chr22_q_hap1_telo_length_kbp	11.347
per_telomere	HiFi	chr22_q_hap1_correct_kbp	0.179
per_telomere	HiFi	chr22_q_hap1_correct_frac	0.0158
per_telomere	HiFi	chr22_q_hap1_misjoin_kbp	0.054
per_telomere	HiFi	chr22_q_hap1_misjoin_frac	0.0048
per_telomere	HiFi	chr22_q_hap1_mismatch_kbp	0.429
per_telomere	HiFi	chr22_q_hap1_mismatch_frac	0.0378
per_telomere	HiFi	chr22_q_hap1_simple_repeat_kbp	10.685
per_telomere	HiFi	chr22_q_hap1_simple_repeat_frac	0.9417
per_telomere	HiFi	chr22_q_hap2_telo_length_kbp	13.226
per_telomere	HiFi	chr22_q_hap2_correct_kbp	3.621
per_telomere	HiFi	chr22_q_hap2_correct_frac	0.2738
per_telomere	HiFi	chr22_q_hap2_misjoin_kbp	0.028
per_telomere	HiFi	chr22_q_hap2_misjoin_frac	0.0021
per_telomere	HiFi	chr22_q_hap2_insertion_kbp	0.003
per_telomere	HiFi	chr22_q_hap2_insertion_frac	0.0002
per_telomere	HiFi	chr22_q_hap2_mismatch_kbp	2.101
per_telomere	HiFi	chr22_q_hap2_mismatch_frac	0.1589
per_telomere	HiFi	chr22_q_hap2_simple_repeat_kbp	7.473
per_telomere	HiFi	chr22_q_hap2_simple_repeat_frac	0.5650
per_telomere	HiFi	chr3_p_hap1_telo_length_kbp	3.305
per_telomere	HiFi	chr3_p_hap1_correct_kbp	2.119
per_telomere	HiFi	chr3_p_hap1_correct_frac	0.6411
per_telomere	HiFi	chr3_p_hap1_deletion_kbp	1.183
per_telomere	HiFi	chr3_p_hap1_deletion_frac	0.3579
per_telomere	HiFi	chr3_p_hap1_mismatch_kbp	0.003
per_telomere	HiFi	chr3_p_hap1_mismatch_frac	0.0009
per_telomere	HiFi	chr3_p_hap2_telo_length_kbp	2.869
per_telomere	HiFi	chr3_p_hap2_correct_kbp	2.869
per_telomere	HiFi	chr3_p_hap2_correct_frac	1.0000
per_telomere	HiFi	chr3_q_hap1_telo_length_kbp	4.361
per_telomere	HiFi	chr3_q_hap1_correct_kbp	4.361
per_telomere	HiFi	chr3_q_hap1_correct_frac	1.0000
per_telomere	HiFi	chr3_q_hap2_telo_length_kbp	2.127
per_telomere	HiFi	chr3_q_hap2_correct_kbp	2.127
per_telomere	HiFi	chr3_q_hap2_correct_frac	1.0000
per_telomere	HiFi	chr4_p_hap1_telo_length_kbp	8.541
per_telomere	HiFi	chr4_p_hap1_correct_kbp	2.309
per_telomere	HiFi	chr4_p_hap1_correct_frac	0.2703
per_telomere	HiFi	chr4_p_hap1_mismatch_kbp	2.324
per_telomere	HiFi	chr4_p_hap1_mismatch_frac	0.2721
per_telomere	HiFi	chr4_p_hap1_softclip_kbp	0.001
per_telomere	HiFi	chr4_p_hap1_softclip_frac	0.0001
per_telomere	HiFi	chr4_p_hap1_simple_repeat_kbp	3.907
per_telomere	HiFi	chr4_p_hap1_simple_repeat_frac	0.4574
per_telomere	HiFi	chr4_p_hap2_telo_length_kbp	9.196
per_telomere	HiFi	chr4_p_hap2_correct_kbp	9.196
per_telomere	HiFi	chr4_p_hap2_correct_frac	1.0000
per_telomere	HiFi	chr4_q_hap1_telo_length_kbp	10.835
per_telomere	HiFi	chr4_q_hap1_simple_repeat_kbp	10.835
per_telomere	HiFi	chr4_q_hap1_simple_repeat_frac	1.0000
per_telomere	HiFi	chr4_q_hap2_telo_length_kbp	2.253
per_telomere	HiFi	chr4_q_hap2_correct_kbp	2.249
per_telomere	HiFi	chr4_q_hap2_correct_frac	0.9982
per_telomere	HiFi	chr4_q_hap2_mismatch_kbp	0.003
per_telomere	HiFi	chr4_q_hap2_mismatch_frac	0.0013
per_telomere	HiFi	chr4_q_hap2_softclip_kbp	0.001
per_telomere	HiFi	chr4_q_hap2_softclip_frac	0.0004
per_telomere	HiFi	chr5_p_hap1_telo_length_kbp	11.210
per_telomere	HiFi	chr5_p_hap1_correct_kbp	5.257
per_telomere	HiFi	chr5_p_hap1_correct_frac	0.4690
per_telomere	HiFi	chr5_p_hap1_misjoin_kbp	0.003
per_telomere	HiFi	chr5_p_hap1_misjoin_frac	0.0003
per_telomere	HiFi	chr5_p_hap1_mismatch_kbp	0.002
per_telomere	HiFi	chr5_p_hap1_mismatch_frac	0.0002
per_telomere	HiFi	chr5_p_hap1_softclip_kbp	0.002
per_telomere	HiFi	chr5_p_hap1_softclip_frac	0.0002
per_telomere	HiFi	chr5_p_hap1_simple_repeat_kbp	5.946
per_telomere	HiFi	chr5_p_hap1_simple_repeat_frac	0.5304
per_telomere	HiFi	chr5_p_hap2_telo_length_kbp	10.352
per_telomere	HiFi	chr5_p_hap2_correct_kbp	5.651
per_telomere	HiFi	chr5_p_hap2_correct_frac	0.5459
per_telomere	HiFi	chr5_p_hap2_misjoin_kbp	0.002
per_telomere	HiFi	chr5_p_hap2_misjoin_frac	0.0002
per_telomere	HiFi	chr5_p_hap2_mismatch_kbp	0.364
per_telomere	HiFi	chr5_p_hap2_mismatch_frac	0.0352
per_telomere	HiFi	chr5_p_hap2_simple_repeat_kbp	4.335
per_telomere	HiFi	chr5_p_hap2_simple_repeat_frac	0.4188
per_telomere	HiFi	chr5_q_hap1_telo_length_kbp	11.348
per_telomere	HiFi	chr5_q_hap1_correct_kbp	6.651
per_telomere	HiFi	chr5_q_hap1_correct_frac	0.5861
per_telomere	HiFi	chr5_q_hap1_misjoin_kbp	0.002
per_telomere	HiFi	chr5_q_hap1_misjoin_frac	0.0002
per_telomere	HiFi	chr5_q_hap1_low_quality_kbp	0.008
per_telomere	HiFi	chr5_q_hap1_low_quality_frac	0.0007
per_telomere	HiFi	chr5_q_hap1_deletion_kbp	0.009
per_telomere	HiFi	chr5_q_hap1_deletion_frac	0.0008
per_telomere	HiFi	chr5_q_hap1_mismatch_kbp	0.060
per_telomere	HiFi	chr5_q_hap1_mismatch_frac	0.0053
per_telomere	HiFi	chr5_q_hap1_simple_repeat_kbp	4.618
per_telomere	HiFi	chr5_q_hap1_simple_repeat_frac	0.4069
per_telomere	HiFi	chr5_q_hap2_telo_length_kbp	9.167
per_telomere	HiFi	chr5_q_hap2_correct_kbp	4.514
per_telomere	HiFi	chr5_q_hap2_correct_frac	0.4924
per_telomere	HiFi	chr5_q_hap2_misjoin_kbp	1.097
per_telomere	HiFi	chr5_q_hap2_misjoin_frac	0.1197
per_telomere	HiFi	chr5_q_hap2_het_or_mismap_kbp	0.001
per_telomere	HiFi	chr5_q_hap2_het_or_mismap_frac	0.0001
per_telomere	HiFi	chr5_q_hap2_mismatch_kbp	0.444
per_telomere	HiFi	chr5_q_hap2_mismatch_frac	0.0484
per_telomere	HiFi	chr5_q_hap2_softclip_kbp	0.001
per_telomere	HiFi	chr5_q_hap2_softclip_frac	0.0001
per_telomere	HiFi	chr5_q_hap2_simple_repeat_kbp	3.110
per_telomere	HiFi	chr5_q_hap2_simple_repeat_frac	0.3393
per_telomere	HiFi	chr6_p_hap1_telo_length_kbp	5.540
per_telomere	HiFi	chr6_p_hap1_correct_kbp	5.540
per_telomere	HiFi	chr6_p_hap1_correct_frac	1.0000
per_telomere	HiFi	chr6_p_hap2_telo_length_kbp	3.653
per_telomere	HiFi	chr6_p_hap2_correct_kbp	3.625
per_telomere	HiFi	chr6_p_hap2_correct_frac	0.9923
per_telomere	HiFi	chr6_p_hap2_misjoin_kbp	0.027
per_telomere	HiFi	chr6_p_hap2_misjoin_frac	0.0074
per_telomere	HiFi	chr6_p_hap2_low_quality_kbp	0.001
per_telomere	HiFi	chr6_p_hap2_low_quality_frac	0.0003
per_telomere	HiFi	chr6_q_hap1_telo_length_kbp	4.731
per_telomere	HiFi	chr6_q_hap1_correct_kbp	4.481
per_telomere	HiFi	chr6_q_hap1_correct_frac	0.9472
per_telomere	HiFi	chr6_q_hap1_low_quality_kbp	0.169
per_telomere	HiFi	chr6_q_hap1_low_quality_frac	0.0357
per_telomere	HiFi	chr6_q_hap1_deletion_kbp	0.055
per_telomere	HiFi	chr6_q_hap1_deletion_frac	0.0116
per_telomere	HiFi	chr6_q_hap1_homopolymer_kbp	0.026
per_telomere	HiFi	chr6_q_hap1_homopolymer_frac	0.0055
per_telomere	HiFi	chr6_q_hap2_telo_length_kbp	4.186
per_telomere	HiFi	chr6_q_hap2_correct_kbp	2.084
per_telomere	HiFi	chr6_q_hap2_correct_frac	0.4978
per_telomere	HiFi	chr6_q_hap2_het_or_mismap_kbp	0.001
per_telomere	HiFi	chr6_q_hap2_het_or_mismap_frac	0.0002
per_telomere	HiFi	chr6_q_hap2_low_quality_kbp	2.097
per_telomere	HiFi	chr6_q_hap2_low_quality_frac	0.5010
per_telomere	HiFi	chr6_q_hap2_deletion_kbp	0.002
per_telomere	HiFi	chr6_q_hap2_deletion_frac	0.0005
per_telomere	HiFi	chr6_q_hap2_insertion_kbp	0.001
per_telomere	HiFi	chr6_q_hap2_insertion_frac	0.0002
per_telomere	HiFi	chr6_q_hap2_homopolymer_kbp	0.001
per_telomere	HiFi	chr6_q_hap2_homopolymer_frac	0.0002
per_telomere	HiFi	chr7_p_hap1_telo_length_kbp	6.013
per_telomere	HiFi	chr7_p_hap1_correct_kbp	6.012
per_telomere	HiFi	chr7_p_hap1_correct_frac	0.9998
per_telomere	HiFi	chr7_p_hap1_insertion_kbp	0.001
per_telomere	HiFi	chr7_p_hap1_insertion_frac	0.0002
per_telomere	HiFi	chr7_p_hap2_telo_length_kbp	5.588
per_telomere	HiFi	chr7_p_hap2_correct_kbp	2.640
per_telomere	HiFi	chr7_p_hap2_correct_frac	0.4724
per_telomere	HiFi	chr7_p_hap2_misjoin_kbp	0.035
per_telomere	HiFi	chr7_p_hap2_misjoin_frac	0.0063
per_telomere	HiFi	chr7_p_hap2_mismatch_kbp	2.913
per_telomere	HiFi	chr7_p_hap2_mismatch_frac	0.5213
per_telomere	HiFi	chr7_q_hap1_telo_length_kbp	4.045
per_telomere	HiFi	chr7_q_hap1_correct_kbp	4.018
per_telomere	HiFi	chr7_q_hap1_correct_frac	0.9933
per_telomere	HiFi	chr7_q_hap1_misjoin_kbp	0.027
per_telomere	HiFi	chr7_q_hap1_misjoin_frac	0.0067
per_telomere	HiFi	chr7_q_hap2_telo_length_kbp	4.660
per_telomere	HiFi	chr7_q_hap2_correct_kbp	1.209
per_telomere	HiFi	chr7_q_hap2_correct_frac	0.2594
per_telomere	HiFi	chr7_q_hap2_low_quality_kbp	0.001
per_telomere	HiFi	chr7_q_hap2_low_quality_frac	0.0002
per_telomere	HiFi	chr7_q_hap2_softclip_kbp	3.450
per_telomere	HiFi	chr7_q_hap2_softclip_frac	0.7403
per_telomere	HiFi	chr8_p_hap1_telo_length_kbp	1.029
per_telomere	HiFi	chr8_p_hap1_correct_kbp	0.843
per_telomere	HiFi	chr8_p_hap1_correct_frac	0.8192
per_telomere	HiFi	chr8_p_hap1_misjoin_kbp	0.030
per_telomere	HiFi	chr8_p_hap1_misjoin_frac	0.0292
per_telomere	HiFi	chr8_p_hap1_insertion_kbp	0.156
per_telomere	HiFi	chr8_p_hap1_insertion_frac	0.1516
per_telomere	HiFi	chr8_p_hap2_telo_length_kbp	5.943
per_telomere	HiFi	chr8_p_hap2_correct_kbp	5.943
per_telomere	HiFi	chr8_p_hap2_correct_frac	1.0000
per_telomere	HiFi	chr8_q_hap1_telo_length_kbp	4.110
per_telomere	HiFi	chr8_q_hap1_correct_kbp	4.105
per_telomere	HiFi	chr8_q_hap1_correct_frac	0.9988
per_telomere	HiFi	chr8_q_hap1_mismatch_kbp	0.003
per_telomere	HiFi	chr8_q_hap1_mismatch_frac	0.0007
per_telomere	HiFi	chr8_q_hap1_homopolymer_kbp	0.002
per_telomere	HiFi	chr8_q_hap1_homopolymer_frac	0.0005
per_telomere	HiFi	chr8_q_hap2_telo_length_kbp	6.442
per_telomere	HiFi	chr8_q_hap2_correct_kbp	6.441
per_telomere	HiFi	chr8_q_hap2_correct_frac	0.9998
per_telomere	HiFi	chr8_q_hap2_het_or_mismap_kbp	0.001
per_telomere	HiFi	chr8_q_hap2_het_or_mismap_frac	0.0002
per_telomere	HiFi	chr9_p_hap1_telo_length_kbp	7.798
per_telomere	HiFi	chr9_p_hap1_correct_kbp	4.491
per_telomere	HiFi	chr9_p_hap1_correct_frac	0.5759
per_telomere	HiFi	chr9_p_hap1_low_quality_kbp	3.307
per_telomere	HiFi	chr9_p_hap1_low_quality_frac	0.4241
per_telomere	HiFi	chr9_p_hap2_telo_length_kbp	2.865
per_telomere	HiFi	chr9_p_hap2_correct_kbp	2.865
per_telomere	HiFi	chr9_p_hap2_correct_frac	1.0000
per_telomere	HiFi	chr9_q_hap1_telo_length_kbp	5.938
per_telomere	HiFi	chr9_q_hap1_correct_kbp	5.911
per_telomere	HiFi	chr9_q_hap1_correct_frac	0.9955
per_telomere	HiFi	chr9_q_hap1_simple_repeat_kbp	0.027
per_telomere	HiFi	chr9_q_hap1_simple_repeat_frac	0.0045
per_telomere	HiFi	chr9_q_hap2_telo_length_kbp	4.559
per_telomere	HiFi	chr9_q_hap2_correct_kbp	3.852
per_telomere	HiFi	chr9_q_hap2_correct_frac	0.8449
per_telomere	HiFi	chr9_q_hap2_deletion_kbp	0.143
per_telomere	HiFi	chr9_q_hap2_deletion_frac	0.0314
per_telomere	HiFi	chr9_q_hap2_insertion_kbp	0.564
per_telomere	HiFi	chr9_q_hap2_insertion_frac	0.1237
per_telomere	HiFi	chrX_p_hap1_telo_length_kbp	11.223
per_telomere	HiFi	chrX_p_hap1_correct_kbp	4.266
per_telomere	HiFi	chrX_p_hap1_correct_frac	0.3801
per_telomere	HiFi	chrX_p_hap1_misjoin_kbp	6.954
per_telomere	HiFi	chrX_p_hap1_misjoin_frac	0.6196
per_telomere	HiFi	chrX_p_hap1_low_quality_kbp	0.001
per_telomere	HiFi	chrX_p_hap1_low_quality_frac	0.0001
per_telomere	HiFi	chrX_p_hap1_mismatch_kbp	0.002
per_telomere	HiFi	chrX_p_hap1_mismatch_frac	0.0002
per_telomere	HiFi	chrX_p_hap2_telo_length_kbp	4.704
per_telomere	HiFi	chrX_p_hap2_correct_kbp	3.359
per_telomere	HiFi	chrX_p_hap2_correct_frac	0.7141
per_telomere	HiFi	chrX_p_hap2_misjoin_kbp	0.003
per_telomere	HiFi	chrX_p_hap2_misjoin_frac	0.0006
per_telomere	HiFi	chrX_p_hap2_insertion_kbp	0.002
per_telomere	HiFi	chrX_p_hap2_insertion_frac	0.0004
per_telomere	HiFi	chrX_p_hap2_mismatch_kbp	0.057
per_telomere	HiFi	chrX_p_hap2_mismatch_frac	0.0121
per_telomere	HiFi	chrX_p_hap2_simple_repeat_kbp	1.283
per_telomere	HiFi	chrX_p_hap2_simple_repeat_frac	0.2727
per_telomere	HiFi	chrX_q_hap1_telo_length_kbp	12.397
per_telomere	HiFi	chrX_q_hap1_simple_repeat_kbp	12.397
per_telomere	HiFi	chrX_q_hap1_simple_repeat_frac	1.0000
per_telomere	HiFi	chrX_q_hap2_telo_length_kbp	3.156
per_telomere	HiFi	chrX_q_hap2_correct_kbp	3.154
per_telomere	HiFi	chrX_q_hap2_correct_frac	0.9994
per_telomere	HiFi	chrX_q_hap2_low_quality_kbp	0.001
per_telomere	HiFi	chrX_q_hap2_low_quality_frac	0.0003
per_telomere	HiFi	chrX_q_hap2_softclip_kbp	0.001
per_telomere	HiFi	chrX_q_hap2_softclip_frac	0.0003
per_telomere	ONT	chr1_p_hap1_telo_length_kbp	4.535
per_telomere	ONT	chr1_p_hap1_correct_kbp	4.512
per_telomere	ONT	chr1_p_hap1_correct_frac	0.9949
per_telomere	ONT	chr1_p_hap1_misjoin_kbp	0.022
per_telomere	ONT	chr1_p_hap1_misjoin_frac	0.0049
per_telomere	ONT	chr1_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr1_p_hap1_softclip_frac	0.0002
per_telomere	ONT	chr1_p_hap2_telo_length_kbp	9.286
per_telomere	ONT	chr1_p_hap2_correct_kbp	1.719
per_telomere	ONT	chr1_p_hap2_correct_frac	0.1851
per_telomere	ONT	chr1_p_hap2_het_or_mismap_kbp	7.567
per_telomere	ONT	chr1_p_hap2_het_or_mismap_frac	0.8149
per_telomere	ONT	chr1_q_hap1_telo_length_kbp	5.545
per_telomere	ONT	chr1_q_hap1_correct_kbp	1.740
per_telomere	ONT	chr1_q_hap1_correct_frac	0.3138
per_telomere	ONT	chr1_q_hap1_het_or_mismap_kbp	3.805
per_telomere	ONT	chr1_q_hap1_het_or_mismap_frac	0.6862
per_telomere	ONT	chr1_q_hap2_telo_length_kbp	5.011
per_telomere	ONT	chr1_q_hap2_correct_kbp	1.592
per_telomere	ONT	chr1_q_hap2_correct_frac	0.3177
per_telomere	ONT	chr1_q_hap2_het_or_mismap_kbp	3.419
per_telomere	ONT	chr1_q_hap2_het_or_mismap_frac	0.6823
per_telomere	ONT	chr10_p_hap1_telo_length_kbp	9.652
per_telomere	ONT	chr10_p_hap1_correct_kbp	9.639
per_telomere	ONT	chr10_p_hap1_correct_frac	0.9987
per_telomere	ONT	chr10_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr10_p_hap1_softclip_frac	0.0001
per_telomere	ONT	chr10_p_hap1_homopolymer_kbp	0.012
per_telomere	ONT	chr10_p_hap1_homopolymer_frac	0.0012
per_telomere	ONT	chr10_p_hap2_telo_length_kbp	4.392
per_telomere	ONT	chr10_p_hap2_correct_kbp	4.390
per_telomere	ONT	chr10_p_hap2_correct_frac	0.9995
per_telomere	ONT	chr10_p_hap2_het_or_mismap_kbp	0.002
per_telomere	ONT	chr10_p_hap2_het_or_mismap_frac	0.0005
per_telomere	ONT	chr10_q_hap1_telo_length_kbp	11.130
per_telomere	ONT	chr10_q_hap1_correct_kbp	10.973
per_telomere	ONT	chr10_q_hap1_correct_frac	0.9859
per_telomere	ONT	chr10_q_hap1_simple_repeat_kbp	0.157
per_telomere	ONT	chr10_q_hap1_simple_repeat_frac	0.0141
per_telomere	ONT	chr10_q_hap2_telo_length_kbp	7.468
per_telomere	ONT	chr10_q_hap2_correct_kbp	2.904
per_telomere	ONT	chr10_q_hap2_correct_frac	0.3889
per_telomere	ONT	chr10_q_hap2_het_or_mismap_kbp	4.564
per_telomere	ONT	chr10_q_hap2_het_or_mismap_frac	0.6111
per_telomere	ONT	chr11_p_hap1_telo_length_kbp	4.368
per_telomere	ONT	chr11_p_hap1_correct_kbp	3.633
per_telomere	ONT	chr11_p_hap1_correct_frac	0.8317
per_telomere	ONT	chr11_p_hap1_het_or_mismap_kbp	0.734
per_telomere	ONT	chr11_p_hap1_het_or_mismap_frac	0.1680
per_telomere	ONT	chr11_p_hap1_insertion_kbp	0.001
per_telomere	ONT	chr11_p_hap1_insertion_frac	0.0002
per_telomere	ONT	chr11_p_hap2_telo_length_kbp	6.283
per_telomere	ONT	chr11_p_hap2_correct_kbp	1.381
per_telomere	ONT	chr11_p_hap2_correct_frac	0.2198
per_telomere	ONT	chr11_p_hap2_het_or_mismap_kbp	4.901
per_telomere	ONT	chr11_p_hap2_het_or_mismap_frac	0.7800
per_telomere	ONT	chr11_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr11_p_hap2_softclip_frac	0.0002
per_telomere	ONT	chr11_q_hap1_telo_length_kbp	6.055
per_telomere	ONT	chr11_q_hap1_correct_kbp	3.562
per_telomere	ONT	chr11_q_hap1_correct_frac	0.5883
per_telomere	ONT	chr11_q_hap1_het_or_mismap_kbp	2.493
per_telomere	ONT	chr11_q_hap1_het_or_mismap_frac	0.4117
per_telomere	ONT	chr11_q_hap2_telo_length_kbp	1.862
per_telomere	ONT	chr11_q_hap2_correct_kbp	1.003
per_telomere	ONT	chr11_q_hap2_correct_frac	0.5387
per_telomere	ONT	chr11_q_hap2_false_dup_kbp	0.018
per_telomere	ONT	chr11_q_hap2_false_dup_frac	0.0097
per_telomere	ONT	chr11_q_hap2_het_or_mismap_kbp	0.830
per_telomere	ONT	chr11_q_hap2_het_or_mismap_frac	0.4458
per_telomere	ONT	chr11_q_hap2_homopolymer_kbp	0.011
per_telomere	ONT	chr11_q_hap2_homopolymer_frac	0.0059
per_telomere	ONT	chr12_p_hap1_telo_length_kbp	14.037
per_telomere	ONT	chr12_p_hap1_correct_kbp	12.430
per_telomere	ONT	chr12_p_hap1_correct_frac	0.8855
per_telomere	ONT	chr12_p_hap1_simple_repeat_kbp	1.607
per_telomere	ONT	chr12_p_hap1_simple_repeat_frac	0.1145
per_telomere	ONT	chr12_p_hap2_telo_length_kbp	3.991
per_telomere	ONT	chr12_p_hap2_correct_kbp	3.313
per_telomere	ONT	chr12_p_hap2_correct_frac	0.8301
per_telomere	ONT	chr12_p_hap2_het_or_mismap_kbp	0.677
per_telomere	ONT	chr12_p_hap2_het_or_mismap_frac	0.1696
per_telomere	ONT	chr12_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr12_p_hap2_softclip_frac	0.0003
per_telomere	ONT	chr12_q_hap1_telo_length_kbp	15.891
per_telomere	ONT	chr12_q_hap1_correct_kbp	11.452
per_telomere	ONT	chr12_q_hap1_correct_frac	0.7207
per_telomere	ONT	chr12_q_hap1_simple_repeat_kbp	4.439
per_telomere	ONT	chr12_q_hap1_simple_repeat_frac	0.2793
per_telomere	ONT	chr12_q_hap2_telo_length_kbp	4.481
per_telomere	ONT	chr12_q_hap2_correct_kbp	4.481
per_telomere	ONT	chr12_q_hap2_correct_frac	1.0000
per_telomere	ONT	chr13_p_hap1_telo_length_kbp	10.985
per_telomere	ONT	chr13_p_hap1_correct_kbp	10.968
per_telomere	ONT	chr13_p_hap1_correct_frac	0.9985
per_telomere	ONT	chr13_p_hap1_softclip_kbp	0.003
per_telomere	ONT	chr13_p_hap1_softclip_frac	0.0003
per_telomere	ONT	chr13_p_hap1_homopolymer_kbp	0.014
per_telomere	ONT	chr13_p_hap1_homopolymer_frac	0.0013
per_telomere	ONT	chr13_p_hap2_telo_length_kbp	22.214
per_telomere	ONT	chr13_p_hap2_correct_kbp	10.717
per_telomere	ONT	chr13_p_hap2_correct_frac	0.4824
per_telomere	ONT	chr13_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr13_p_hap2_softclip_frac	0.0000
per_telomere	ONT	chr13_p_hap2_simple_repeat_kbp	11.496
per_telomere	ONT	chr13_p_hap2_simple_repeat_frac	0.5175
per_telomere	ONT	chr13_q_hap1_telo_length_kbp	7.818
per_telomere	ONT	chr13_q_hap1_correct_kbp	7.793
per_telomere	ONT	chr13_q_hap1_correct_frac	0.9968
per_telomere	ONT	chr13_q_hap1_misjoin_kbp	0.024
per_telomere	ONT	chr13_q_hap1_misjoin_frac	0.0031
per_telomere	ONT	chr13_q_hap1_mismatch_kbp	0.001
per_telomere	ONT	chr13_q_hap1_mismatch_frac	0.0001
per_telomere	ONT	chr13_q_hap2_telo_length_kbp	11.981
per_telomere	ONT	chr13_q_hap2_correct_kbp	11.981
per_telomere	ONT	chr13_q_hap2_correct_frac	1.0000
per_telomere	ONT	chr14_p_hap1_telo_length_kbp	0.758
per_telomere	ONT	chr14_p_hap1_correct_kbp	0.044
per_telomere	ONT	chr14_p_hap1_correct_frac	0.0580
per_telomere	ONT	chr14_p_hap1_misjoin_kbp	0.714
per_telomere	ONT	chr14_p_hap1_misjoin_frac	0.9420
per_telomere	ONT	chr14_p_hap2_telo_length_kbp	12.532
per_telomere	ONT	chr14_p_hap2_correct_kbp	10.826
per_telomere	ONT	chr14_p_hap2_correct_frac	0.8639
per_telomere	ONT	chr14_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr14_p_hap2_softclip_frac	0.0001
per_telomere	ONT	chr14_p_hap2_simple_repeat_kbp	1.705
per_telomere	ONT	chr14_p_hap2_simple_repeat_frac	0.1361
per_telomere	ONT	chr14_q_hap1_telo_length_kbp	4.698
